brief_id,started_at,ended_at,primary_category_id,secondary_category_id,brand,brand_manager
7301,2018-02-14 03:00:08.204,2018-03-03 13:00:05.086,3,,Barrera-Escobar,Denise Huang
7277,2018-02-19 01:45:14.531,2018-03-21 13:00:21.336,7,3.0,Thompson-Rush,Amanda Lynch
7367,2018-02-19 05:32:04.973,2018-03-11 13:00:10.813,2,,White LLC,Lonnie Roberts
7382,2018-02-20 05:46:42.963,2018-03-16 13:00:35.117,6,4.0,Juarez-Sanchez,Jennifer Hoffman
7314,2018-02-19 23:45:04.665,2018-04-01 14:00:10.625,2,0.0,"Burns, Smith and Allison",Matthew Perez
7360,2018-02-20 02:45:32.372,2018-04-06 14:00:12.705,7,3.0,Moses and Sons,Rachel Moore
7436,2018-02-22 03:30:11.672,2018-02-24 13:00:29.438,8,9.0,Evans-Torres,Blake Turner
7443,2018-02-22 06:30:31.007,2018-04-30 14:00:40.707,12,15.0,Knight-Guzman,Mary Smith
7427,2018-02-23 03:03:25.550,2018-03-31 13:00:58.450,4,,"Barker, Jimenez and Graham",Gregg Knight
7364,2018-02-20 02:45:29.479,2018-03-19 13:00:03.804,2,,"Phillips, Gillespie and Myers",Kristin Williams
6968,2018-01-31 06:35:27.356,2018-03-13 13:00:18.578,2,3.0,Moore-Allen,Sydney Scott
7437,2018-02-22 21:00:09.951,2018-03-05 13:00:18.573,3,,Wells Inc,Larry Diaz
7457,2018-02-26 02:45:32.834,2018-03-14 13:00:14.037,6,8.0,Jones PLC,Adrian Mcdaniel
7388,2018-02-21 22:45:20.263,2018-02-26 13:00:26.877,1,,Collier-Owens,Jordan Schneider
7492,2018-02-27 02:30:30.814,2018-03-26 13:00:32.061,1,7.0,"Fowler, Jones and Mccullough",Nicholas Rodriguez
7489,2018-02-28 02:13:56.124,2018-03-17 13:00:11.372,2,0.0,Weiss-Hawkins,Scott Flores
7483,2018-03-01 07:45:17.609,2018-04-15 14:00:25.187,3,0.0,Barrett-Anderson,Caleb Huffman
7539,2018-03-01 00:15:30.329,2018-04-15 14:00:17.860,7,,Solis Inc,Brittany Jackson
7462,2018-02-26 04:00:12.928,2018-04-09 14:00:22.110,1,6.0,"Torres, Hogan and Vaughn",Juan Brown
7475,2018-02-26 01:45:10.598,2018-03-05 13:00:34.695,7,11.0,Fitzgerald and Sons,David Roberts
7554,2018-03-01 01:30:03.285,2018-04-06 14:00:11.949,1,4.0,"Anderson, Walker and Miller",Robert Johnson
7442,2018-02-25 21:00:21.763,2018-03-07 13:00:28.518,1,6.0,Smith LLC,Dennis Gilbert
7482,2018-03-01 05:00:12.613,2018-03-29 13:00:14.984,7,,Rivera-Clark,Jaime Silva
7575,2018-03-02 05:45:23.941,2018-04-24 01:45:39.767,3,,Hansen-Bowen,Angela Wilson
7406,2018-03-04 21:00:05.159,2018-03-24 13:00:17.684,1,6.0,Clark-Lee,James Smith
7574,2018-03-05 05:00:09.517,2018-05-31 14:00:40.080,12,,"Pena, Romero and Morrison",Kimberly Cook
7599,2018-03-06 00:00:34.467,2018-04-19 14:00:22.320,7,11.0,Mendez Inc,Matthew Wise
7623,2018-03-06 03:28:26.338,2018-03-08 13:00:11.173,6,5.0,Martin-Kidd,Michael Smith
6867,2018-02-28 21:00:24.294,2018-04-01 14:00:17.963,15,4.0,Koch-Webb,John Lewis
7558,2018-03-02 00:30:09.490,2018-04-06 14:00:06.300,1,,Perez LLC,Felicia Avery
7577,2018-03-05 23:00:20.274,2018-06-13 14:00:26.034,3,7.0,Walker and Sons,Shannon Andrews
7600,2018-03-06 07:30:13.131,2018-03-22 13:00:27.432,1,6.0,Holland-Martinez,Seth Jackson
7602,2018-03-06 21:00:13.063,2018-03-17 13:00:19.550,16,,"Davis, Jackson and Newman",Steven Hurst
7543,2018-03-06 05:00:19.306,2018-03-20 13:00:16.206,12,5.0,"Lee, Allen and Soto",Cassidy Smith
7605,2018-03-06 01:00:11.090,2018-03-16 13:00:39.288,6,5.0,"Holland, Nguyen and Stout",Melissa Horne
7509,2018-02-28 00:00:24.133,2018-04-13 14:00:17.029,3,4.0,"Ellis, Chavez and Meyers",Scott Price
7601,2018-03-08 21:00:15.504,2018-03-23 13:00:22.645,2,,"Davis, Odom and Walls",Melissa Castro
7665,2018-03-07 23:45:15.389,2018-04-07 14:00:04.693,2,,Le-Sullivan,Alexander Gentry
7683,2018-03-09 00:15:06.079,2018-03-14 13:00:23.073,1,,Walker-Rose,Eric Payne
7607,2018-03-08 04:15:09.891,2018-03-30 13:00:56.662,12,1.0,Torres-Johnson,Jeremy White
7453,2018-03-08 23:45:10.607,2018-07-31 14:00:27.889,7,,Duncan-Chung,Daniel Anthony
7538,2018-03-01 07:45:11.751,2018-04-13 04:17:53.832,1,,White-Taylor,Joseph Norman
7690,2018-03-11 23:15:11.078,2018-03-22 03:27:06.877,6,,Davis Inc,Audrey Wright
4577,2017-10-03 03:26:37.214,2017-11-27 04:26:05.406,1,,Harris LLC,Dr. Mary Larson
4660,2017-10-04 02:45:08.419,2018-01-29 02:33:31.085,2,7.0,"Ramirez, Wilkins and Pierce",Brandy Stout
4620,2017-10-02 23:30:11.020,2017-10-31 13:00:30.711,3,,Campbell-Castro,Christine Edwards
4662,2017-10-04 03:45:15.734,2017-11-18 13:00:32.220,11,14.0,"Boyd, Owens and Bell",Misty Johnson
4647,2017-10-03 05:45:18.989,2017-10-31 13:00:45.652,1,7.0,"Garcia, Sanders and Miller",Matthew Ramos
4576,2017-10-05 01:00:10.459,2017-10-06 13:00:23.217,7,,"Rodriguez, Robinson and Powell",Brianna Campbell
4674,2017-10-05 02:15:09.165,2017-10-25 13:00:33.104,2,,Cook-Hart,Elizabeth Mitchell
4672,2017-10-05 02:15:08.174,2017-10-25 13:00:32.864,1,11.0,Coleman-Black,Timothy Lee
4714,2017-10-09 00:15:05.273,2018-02-01 07:35:03.273,3,,Olson LLC,Sandra York
4343,2017-10-08 21:00:45.889,2018-01-29 02:14:02.859,7,4.0,Davis and Sons,Holly Arnold
4705,2017-10-06 05:30:11.594,2017-11-05 13:00:26.966,3,,Ball-Smith,Mr. Stephen Williams MD
4740,2017-10-09 06:00:17.500,2017-10-31 13:00:40.283,9,8.0,"Murphy, Kim and Johnson",Ian Herrera
4684,2017-10-08 21:00:06.189,2017-10-31 13:00:42.178,1,,Simpson and Sons,Patricia Carroll
4779,2017-10-11 00:45:10.609,2017-11-16 03:41:54.134,3,2.0,Gibbs-Vasquez,Matthew Thomas
4685,2017-10-05 02:15:02.884,2018-01-29 02:37:41.421,1,,"Ortega, Bradford and Johnson",Paul Clay
4733,2017-10-09 03:15:04.616,2017-10-31 13:01:00.805,1,11.0,Davenport and Sons,Felicia Avery
4786,2017-10-12 02:45:24.366,2018-02-01 23:54:01.050,3,2.0,Mclaughlin Inc,William Williams
4819,2017-10-12 01:45:31.381,2018-02-01 23:51:36.355,1,,Hardy PLC,Katie Wolf
4834,2017-10-12 06:45:02.058,2017-10-31 13:01:12.900,2,,Carter LLC,Monica Smith
4848,2017-10-13 04:30:05.402,2017-11-02 02:16:14.167,4,,Burgess-Young,Robert Edwards
4870,2017-10-13 06:09:23.881,2018-02-01 23:52:29.078,3,7.0,Berg-Graves,Samantha Harding DVM
4871,2017-10-13 06:15:14.642,2017-10-31 13:00:37.332,12,11.0,Perez and Sons,Mr. Robert Morgan
4845,2017-10-12 23:00:17.088,2017-11-21 13:00:06.369,16,15.0,Williams Inc,Mary Lewis
4846,2017-10-13 01:15:39.993,2017-11-03 00:30:09.685,1,7.0,"Smith, Ray and Fry",Robert West
4743,2017-10-09 06:30:01.583,2018-02-01 07:27:37.922,7,1.0,Howard Inc,Brittany Gibson
4830,2017-10-12 03:00:17.888,2017-11-12 13:00:10.526,11,4.0,Mejia-Lee,Tamara Nelson
4905,2017-10-16 04:15:43.496,2018-02-01 23:52:22.932,13,8.0,"Miller, Miller and Calderon",Debra Taylor
4862,2017-10-16 07:00:03.090,2017-11-08 13:00:14.415,2,,Holland-Wolfe,Jessica Ramirez
4851,2017-10-13 00:45:07.601,2018-01-24 23:41:54.258,7,1.0,"Rodriguez, Miller and Reyes",John Martinez
4738,2017-10-09 05:45:19.500,2017-10-24 13:00:19.965,6,,Patterson and Sons,Laurie Sellers
4719,2017-10-09 01:00:15.416,2017-10-31 13:00:26.737,2,6.0,Butler-Morton,Lisa Munoz
4772,2017-10-12 02:00:12.442,2018-02-01 07:30:40.421,12,,Miller and Sons,Brooke Perez
4827,2017-10-12 06:00:02.402,2017-11-09 13:00:13.142,7,,"Johnston, Hill and Vargas",John Lynch
4692,2017-10-06 05:00:12.806,2017-12-21 13:00:48.135,3,11.0,Russell-Young,Frank Harris
4777,2017-10-10 05:30:03.664,2018-02-01 23:54:08.460,16,7.0,"Conrad, Williams and Duffy",Kimberly King
4910,2017-10-16 02:47:56.500,2018-02-01 23:54:54.090,13,,Davis-Mendez,Christine Rowe
4944,2017-10-18 01:45:18.459,2017-12-20 21:28:00.399,2,,"Adkins, Rogers and Rhodes",Albert Holt
4916,2017-10-19 00:00:05.223,2017-11-17 13:00:31.583,6,,Patterson and Sons,Laurie Sellers
4902,2017-10-18 06:45:26.405,2017-11-07 22:08:17.537,1,6.0,Thornton-Smith,Ariel Baldwin
4993,2017-10-19 06:45:37.505,2018-02-01 23:53:12.656,12,11.0,Schroeder-Burton,Andrew Parker
4987,2017-10-19 03:00:24.688,2018-02-23 13:00:10.804,1,6.0,Mccullough and Sons,Amanda Olson
5006,2017-10-20 02:15:04.018,2018-01-29 01:15:29.974,7,6.0,Singh and Sons,Paula Fletcher
4961,2017-10-18 00:00:43.824,2017-11-22 13:00:10.118,10,,Fitzgerald and Sons,David Roberts
5046,2017-10-23 01:00:33.538,2018-02-01 23:54:58.360,2,,Sullivan Inc,Stanley Lewis
4868,2017-10-22 21:00:47.738,2017-11-09 13:00:09.601,1,,Johnson-Webb,Erica Kelley
5037,2017-10-23 00:30:08.277,2017-11-22 13:00:08.611,2,,"Rogers, Curtis and Carter",Clifford Reilly
4965,2017-10-18 05:45:16.781,2017-11-10 13:00:21.980,1,7.0,Moore-Krause,Michael Mcdonald
5095,2017-10-24 21:00:06.552,2018-01-17 23:21:52.141,1,2.0,Kaufman-Martin,Lindsay Oneill
5105,2017-10-25 01:30:22.574,2018-02-01 23:51:16.764,1,,Guerrero-Henry,Linda Williams
5115,2017-10-25 00:15:14.112,2017-11-28 21:35:07.183,3,2.0,"Gibson, Estrada and Schroeder",Michele Love
5102,2017-10-25 02:00:05.444,2017-11-30 13:01:02.701,2,7.0,Carey-Acevedo,Chelsea Johnson
4919,2017-10-19 21:00:26.549,2018-02-01 23:54:56.384,2,3.0,Powell LLC,Gregory Lee
5152,2017-10-25 23:45:20.281,2017-11-26 20:54:09.059,1,,Gutierrez Group,Janet Ray
5129,2017-10-25 03:34:26.730,2017-11-11 13:00:10.248,2,,Lee-Gentry,Michael Hall
5097,2017-10-24 05:30:27.265,2018-02-01 23:52:42.848,1,6.0,"Washington, Hensley and Perez",Amber Lucas
5086,2017-10-25 02:00:12.997,2017-11-09 00:03:55.069,3,7.0,Gibbs-Vasquez,Matthew Thomas
5156,2017-10-26 01:00:15.061,2018-02-01 23:53:43.365,2,3.0,Mclaughlin Inc,Theresa Mason
4617,2017-10-16 21:00:05.688,2017-11-14 02:45:46.116,1,11.0,Johnson-Johnson,Miss Nicole Gonzales
5133,2017-10-25 06:15:08.909,2017-12-09 13:00:13.047,3,,Parker-Carter,Dustin Luna
5096,2017-10-25 00:15:19.383,2018-02-01 23:51:30.007,7,3.0,Petersen Ltd,Anthony Gaines
5080,2017-10-24 04:15:16.738,2018-02-01 23:55:01.405,2,,Sweeney-Clark,Donald Miles
5088,2017-10-24 10:30:16.368,2017-11-09 00:23:08.564,7,6.0,Singh and Sons,Paula Fletcher
5222,2017-10-30 00:00:10.579,2017-11-18 13:00:27.200,1,,Ryan LLC,Christopher Stevens
5010,2017-10-20 05:30:12.661,2017-11-13 23:26:40.472,1,,Taylor-Black,Erica Kelley
5188,2017-10-29 23:07:00.649,2017-11-09 00:53:56.752,7,14.0,Hunter-Diaz,Margaret Berger
5239,2017-10-30 23:45:11.464,2018-01-14 23:03:27.825,11,2.0,Craig PLC,Kimberly Hancock
5254,2017-10-31 04:30:14.543,2017-11-30 13:00:33.858,12,,"Rodriguez, Cunningham and Daniel",Mary Stone
5007,2017-10-31 21:00:07.933,2017-11-12 13:00:06.333,3,7.0,"Parrish, Wolfe and Barnes",Justin Soto
5223,2017-10-30 00:15:09.109,2017-11-29 13:00:10.946,14,5.0,Young-Wilson,Randy Benitez
4968,2017-10-20 05:49:12.823,2017-12-02 14:07:39.021,1,11.0,"Anderson, Johnson and Lopez",Kyle Smith
5278,2017-11-02 05:45:29.868,2018-02-01 23:53:45.882,16,11.0,Dawson-Robertson,David Gonzalez
5305,2017-11-02 04:45:03.337,2017-11-30 13:00:34.374,3,7.0,"Diaz, Mays and Cruz",Bonnie Hayes
5166,2017-10-27 00:15:40.081,2017-11-26 13:00:35.947,1,7.0,"Hall, Nelson and Baker",Jean Mills
5125,2017-10-25 05:45:24.638,2017-11-30 13:00:31.401,7,1.0,"Serrano, Nelson and Ryan",Adam Hardin
5215,2017-10-30 02:12:06.993,2018-02-01 23:52:49.387,3,6.0,Alvarez-Martin,Michele Davis
5277,2017-11-01 03:38:09.962,2017-11-30 13:01:14.946,2,,Moore LLC,Sherri Garcia
5260,2017-11-01 06:45:34.009,2017-11-30 13:01:39.863,1,2.0,Davenport and Sons,Felicia Avery
5232,2017-10-30 05:00:08.541,2017-11-30 13:00:54.319,1,,Bowers Group,Robert West
5084,2017-10-26 02:00:02.789,2018-02-01 23:54:04.426,11,7.0,Olsen-Gross,Erica Chapman
4402,2017-11-02 00:24:03.117,2017-11-20 13:00:24.773,9,1.0,Brewer Group,Michael Smith
5336,2017-11-07 06:30:06.629,2017-11-30 13:00:57.826,3,2.0,"Wilkins, Long and Howard",Scott Riley
5366,2017-11-06 04:20:34.082,2017-11-30 13:01:34.287,4,,Thompson and Sons,Melissa Price
5247,2017-11-07 00:45:12.764,2017-12-01 13:00:52.751,3,,"Estes, Flores and Smith",Shawn Harris
5283,2017-11-07 22:45:08.799,2017-11-16 00:01:00.210,7,11.0,Gutierrez PLC,Rachel Rodgers
5332,2017-11-07 01:45:03.420,2017-12-18 13:00:05.785,1,,Bell-Dillon,Antonio Wright
5393,2017-11-07 22:30:13.967,2018-02-01 23:51:39.622,12,,Garcia Inc,Douglas Horn
5179,2017-11-01 00:30:30.897,2018-02-01 23:53:14.765,2,3.0,Mclaughlin Inc,Theresa Mason
5428,2017-11-09 02:15:09.335,2017-12-15 13:00:28.717,4,5.0,Juarez-Sanchez,Jennifer Hoffman
5452,2017-11-09 21:00:10.105,2018-02-01 23:53:53.942,2,,Frazier PLC,Sarah Johnson
5361,2017-11-06 23:15:04.264,2017-11-20 13:00:26.078,12,5.0,"Herrera, Anderson and Lloyd",Mr. Robert Morgan
5484,2017-11-10 21:00:08.852,2017-11-17 13:00:30.980,3,,"Whitney, Nixon and Short",Shannon Gordon
5017,2017-10-20 05:30:13.920,2017-12-14 13:00:13.301,9,1.0,Hernandez-Sexton,Michael Smith
5273,2017-11-01 21:00:21.426,2018-02-01 23:52:30.523,1,,Mueller-Benton,Linda Davis
5444,2017-11-12 21:00:08.696,2017-11-30 13:00:49.176,3,7.0,"Parrish, Wolfe and Barnes",Justin Soto
5530,2017-11-13 22:45:13.746,2017-12-11 00:53:08.797,6,11.0,Fields-Moody,David Williams
5550,2017-11-14 06:00:03.531,2018-02-01 23:51:32.321,16,11.0,"Davis, Jackson and Newman",Edward Holmes
5552,2017-11-14 23:59:12.546,2017-12-06 06:30:12.128,1,7.0,Edwards-Solomon,Patricia Fisher
5478,2017-11-10 06:30:11.429,2017-11-17 13:00:27.508,2,3.0,"Benson, Walker and Medina",Timothy Porter
5399,2017-11-12 21:00:03.900,2018-02-01 23:51:35.806,1,7.0,Lee Group,Jerry Hall
4912,2017-11-05 21:00:16.468,2018-01-19 06:32:11.055,1,,Brown and Sons,John Perez
5524,2017-11-14 04:15:07.115,2017-12-31 13:00:25.421,11,12.0,"Hammond, Clay and Coleman",Kerry White
4963,2017-10-22 21:00:48.821,2017-11-30 13:00:41.391,3,,Guerrero-Parrish,Tiffany Thomas
4707,2017-11-08 21:00:01.889,2018-02-01 07:33:28.143,3,,"Brown, Duncan and Reid",Michael Stanton
5527,2017-11-20 01:17:22.512,2018-02-01 23:55:01.956,12,4.0,Collier-Davis,Marissa Garcia
5634,2017-11-17 05:15:19.380,2017-11-30 13:01:26.304,2,,"Camacho, Weeks and Maldonado",Rebecca Edwards
5723,2017-11-22 01:00:17.584,2017-12-30 13:00:22.600,11,,Roberts LLC,Zachary Dean
5620,2017-11-16 05:00:22.262,2018-02-01 23:52:54.473,9,1.0,"Perez, Nelson and Hernandez",Alexander Ferguson
5532,2017-11-14 00:25:45.647,2017-12-04 13:00:07.943,4,11.0,"Morton, Kennedy and Hull",Alice Davis
5745,2017-11-22 05:00:04.136,2018-02-01 23:52:20.034,11,1.0,"Kirby, Garcia and Gomez",Dr. Richard Johnson MD
5593,2017-11-17 03:45:06.413,2017-12-31 13:00:26.665,1,7.0,"Boyer, Martin and Wright",Joshua Tapia
5749,2017-11-22 22:15:04.039,2018-02-01 23:54:15.855,16,0.0,"Singleton, Juarez and King",Ashley Richardson
5748,2017-11-22 06:00:30.244,2017-12-04 13:00:06.354,12,11.0,Sampson Group,Tracy Hanson
5717,2017-11-23 05:45:28.309,2018-01-19 06:18:58.988,11,12.0,Carlson LLC,Jose Schneider
5333,2017-11-07 04:00:22.616,2017-12-10 13:00:49.150,1,,Bell-Dillon,Antonio Wright
5302,2017-11-08 06:15:15.326,2018-01-07 22:14:56.169,6,,Jones PLC,Adrian Mcdaniel
5474,2017-11-10 01:15:03.512,2017-12-20 13:00:04.417,7,1.0,"Rodriguez, Miller and Reyes",John Martinez
5691,2017-11-23 06:00:19.263,2017-12-21 13:00:45.113,12,7.0,Gonzales-Smith,Amy Johnston
5809,2017-11-23 10:30:26.489,2017-12-31 13:00:36.734,8,1.0,Hicks-Smith,Hannah Armstrong
5417,2017-11-23 06:45:01.470,2018-02-01 23:54:06.234,15,8.0,"Chavez, Smith and Mcgee",Thomas Lee
5805,2017-11-23 07:15:38.115,2017-12-08 13:00:18.745,2,5.0,"Kennedy, Kennedy and Harris",Sheila Moore
5803,2017-11-23 07:15:34.040,2017-12-30 13:00:33.329,1,8.0,"Jackson, Kennedy and Maynard",Jonathan Hall
5775,2017-11-24 01:45:35.604,2018-01-17 13:00:11.358,2,,Guzman PLC,Stephanie Morrison
5799,2017-11-23 01:30:20.074,2018-01-31 13:00:44.168,14,7.0,Gonzalez Group,Kelly Phillips
5401,2017-11-24 00:45:18.121,2018-02-01 23:52:00.116,4,15.0,Johnson-Simmons,Alexandra Brown
5842,2017-11-27 01:15:05.437,2018-01-25 04:19:36.928,7,11.0,Rios-Mitchell,Jennifer Allen
5870,2017-11-27 04:45:04.930,2018-02-01 23:54:17.398,11,1.0,Grimes-Butler,Michele Walton
5872,2017-11-27 04:00:32.154,2017-12-13 13:00:17.443,7,1.0,Torres and Sons,Mary Hughes
5518,2017-11-13 05:30:09.909,2018-02-01 23:52:53.053,1,,"King, Robinson and Sanders",Marisa Craig
5582,2017-11-15 06:30:06.143,2017-12-05 13:00:25.620,7,4.0,"Saunders, Smith and Jordan",Gregory Christian
5880,2017-11-27 21:00:05.135,2018-02-01 23:51:41.242,1,,"Barajas, Pratt and Flores",Shannon Hawkins Jr.
5939,2017-11-29 21:00:15.902,2018-02-01 23:53:55.601,1,,Young-Cole,Thomas Adams
5529,2017-11-15 04:30:20.493,2018-02-01 23:53:47.825,14,6.0,Lewis PLC,Bradley Lamb
5915,2017-11-29 23:15:30.889,2018-01-30 13:00:06.792,11,5.0,Miller-Nguyen,James Ryan
5903,2017-11-28 05:15:04.432,2017-12-20 13:00:03.611,3,7.0,Gregory Inc,Elijah Garza
5914,2017-11-30 05:15:13.681,2017-12-14 13:00:18.632,4,12.0,"Sanchez, Ramirez and Harris",Audrey Hodge
5969,2017-11-30 21:00:32.172,2018-01-12 13:00:15.863,1,,Rivas-Gross,Lisa Young
3515,2017-11-30 21:00:35.730,2017-12-02 14:07:41.579,3,,Grant-Wallace,Jennifer Mitchell
5993,2017-12-01 06:45:43.383,2018-02-07 13:00:10.013,1,7.0,Davidson Ltd,Diana Gutierrez MD
5855,2017-11-27 09:15:08.761,2018-02-01 23:51:26.027,1,9.0,Orr-Green,Christian Smith
5965,2017-12-01 02:45:12.640,2018-02-01 23:55:48.695,7,11.0,Mata-Murray,Sarah Lester
5677,2017-11-21 02:30:10.785,2017-12-31 13:00:54.691,2,7.0,Graves-Gutierrez,Anthony Morris
5974,2017-12-01 05:30:22.083,2018-02-01 23:54:41.091,12,,Walsh-Delgado,Jennifer Collins
4650,2017-10-04 02:15:14.937,2017-10-31 13:00:30.083,11,14.0,Miller-Smith,Andre Williams
4226,2017-10-04 00:30:19.985,2017-10-21 13:00:07.998,2,,"Green, Martinez and Webster",Jeffrey Boyer
4945,2017-10-17 23:00:19.717,2018-02-01 23:52:37.857,1,4.0,Turner and Sons,Austin Barker
4761,2017-10-10 01:30:03.869,2018-02-01 07:28:18.537,7,3.0,"Alexander, Lozano and Bailey",Megan Parks
4960,2017-10-19 01:45:14.121,2018-02-01 23:54:14.123,6,11.0,Jones Inc,Patrick Cruz
4995,2017-10-19 07:00:30.824,2017-11-08 06:07:20.570,1,6.0,Olson Inc,Tiffany Mccarthy
4764,2017-10-21 21:00:06.401,2017-11-19 13:00:17.878,6,1.0,"Howard, Johnson and Martin",Zachary Dean
4967,2017-10-18 06:15:08.394,2017-11-01 13:00:08.287,3,,Curtis-Williams,Stephen Durham
5093,2017-10-24 05:15:28.309,2018-02-01 23:53:43.725,12,15.0,Christian-Harris,James Shepherd IV
5446,2017-11-09 01:12:58.316,2017-11-12 22:06:13.886,3,,Newman Inc,Lisa Young
5272,2017-11-01 05:30:19.025,2017-11-30 13:01:32.049,12,,Garza and Sons,William Cox
5505,2017-11-13 03:45:08.681,2017-12-12 13:01:59.415,1,11.0,Baldwin-Webb,Mrs. Shannon Wong DVM
5321,2017-11-06 03:08:19.730,2018-01-01 13:00:21.276,1,9.0,Hanson Inc,Jennifer Mitchell
5715,2017-11-21 06:00:13.133,2018-02-01 23:52:19.344,15,,Davis-Garza,Aaron Miller
5840,2017-11-24 05:45:38.849,2018-02-01 23:54:55.202,1,,Day PLC,Kara Bennett
5601,2017-11-23 05:45:21.093,2017-12-15 13:00:30.476,4,14.0,"Adams, Strickland and Smith",Kristen Jackson
5837,2017-11-24 05:45:34.999,2018-02-01 23:51:47.071,1,,"Collins, Harris and Salazar",Kara Bennett
5712,2017-11-21 23:45:17.184,2018-02-01 23:51:17.308,2,8.0,"Smith, Christensen and Romero",Kevin Cruz
5750,2017-11-22 06:45:24.406,2018-02-01 23:52:26.639,1,0.0,West Inc,Cody Cook
5584,2017-11-30 21:00:34.279,2017-12-14 13:00:23.168,7,,Ruiz-Werner,Mario Russell
5661,2017-11-29 21:00:22.965,2017-12-16 13:00:32.451,1,,Clayton and Sons,Michael Mccann
6007,2017-12-04 00:59:14.871,2018-02-01 23:53:14.328,1,12.0,Jackson-Hanson,Christian Smith
6029,2017-12-04 06:30:31.629,2018-01-31 00:28:13.045,3,7.0,"Riggs, Lucero and Walker",Louis Sims
6030,2017-12-05 01:00:12.137,2018-02-01 23:53:19.358,2,0.0,Valencia-Small,Amanda Mccarthy
6011,2017-12-04 05:50:31.018,2017-12-16 13:00:30.186,3,2.0,Alexander-Bennett,Antonio Watson
6084,2017-12-06 02:15:38.260,2018-02-01 23:54:03.924,3,,"Wilson, Charles and Gentry",Brian Moore
6068,2017-12-05 23:45:28.803,2018-02-01 23:53:09.507,1,,Hall Ltd,Kimberly Garcia
5514,2017-11-13 05:30:05.345,2017-12-08 13:00:11.483,4,,Davis-Morton,Steven Simpson
6058,2017-12-05 05:50:33.017,2017-12-19 22:30:09.099,1,0.0,Norris LLC,Marie Zuniga
5990,2017-12-01 05:30:17.310,2017-12-07 13:00:17.658,11,7.0,Arroyo-Owen,George Hill
6116,2017-12-07 23:15:05.106,2017-12-19 13:00:25.226,11,,Johnson Inc,Nichole Parks
5742,2017-11-20 23:30:20.998,2017-12-05 13:00:11.651,15,1.0,"Beltran, Moore and Sanchez",Cameron Thompson
5968,2017-11-30 03:45:14.932,2017-12-19 13:00:10.704,2,,"Davis, Galvan and Jones",Scott Avila
5888,2017-11-28 02:30:11.128,2017-12-13 13:00:17.555,1,9.0,Medina-Guerra,Jay Suarez
6086,2017-12-06 05:00:09.013,2018-01-08 23:46:59.209,1,8.0,Barker Inc,Tara Terrell
6048,2017-12-07 23:27:00.484,2017-12-17 13:00:07.147,1,6.0,Martin Inc,James Chaney
4896,2017-11-26 21:00:22.534,2018-01-11 13:00:16.408,7,2.0,Neal Group,Meghan Marks
5833,2017-11-30 21:00:35.033,2017-12-31 13:00:55.690,7,14.0,Palmer-Crawford,Lisa Bailey
6181,2017-12-11 03:31:36.118,2018-01-25 13:00:09.049,1,11.0,Hughes-Le,John Morgan
6180,2017-12-12 01:42:07.935,2018-02-01 23:54:59.345,2,11.0,Miller-Collins,Joshua Nolan
6053,2017-12-11 23:36:47.251,2018-02-01 23:55:13.786,16,,Lopez Ltd,Kirsten Lopez
5311,2017-11-30 05:15:08.340,2017-12-16 13:00:31.596,15,,Neal-Clements,Pamela Craig
5806,2017-11-26 21:00:34.072,2017-12-24 13:00:14.062,11,12.0,Bell Group,Brian Hicks
6038,2017-12-05 02:00:34.906,2017-12-19 13:00:16.903,3,4.0,Holloway-Randolph,Christina Jones
6192,2017-12-11 05:31:26.972,2018-02-01 23:53:31.721,1,7.0,Morris-Davis,Christopher Stewart
6177,2017-12-11 21:00:25.322,2018-03-22 01:03:44.109,1,,Ali Inc,Christine Gardner
6250,2017-12-13 02:39:54.247,2018-01-08 13:00:17.509,11,0.0,Watson-Jimenez,John Hunter
5918,2017-12-13 06:50:03.611,2018-02-01 23:53:47.134,16,,Edwards PLC,Clifford Marshall
6223,2017-12-13 01:16:12.537,2018-02-01 23:55:25.249,2,3.0,Davenport and Sons,Felicia Avery
5636,2017-11-17 00:45:02.800,2017-12-31 13:00:48.079,7,11.0,Hamilton LLC,Bryan Gonzalez
6191,2017-12-13 01:31:06.472,2018-02-01 23:54:01.459,2,,"White, Nunez and Howard",Wesley Wilson
6183,2017-12-11 04:14:02.232,2017-12-22 13:00:23.747,1,11.0,Hughes-Le,John Morgan
6256,2017-12-13 21:00:20.638,2018-02-01 23:55:48.015,15,,"Gonzalez, Hendricks and Barnes",Dr. Jennifer Buchanan DVM
6284,2017-12-14 06:42:05.539,2018-01-31 13:00:52.223,1,,"Williams, Gill and Brandt",Matthew Jones
6254,2017-12-13 02:30:53.872,2018-02-28 13:00:56.430,1,,Heath Group,Devon Houston
6028,2017-12-04 06:00:17.206,2017-12-20 13:00:13.156,2,,Baxter Ltd,Todd Robles
6324,2017-12-18 05:00:18.230,2018-02-28 13:01:33.466,7,8.0,Johnson LLC,James Burgess
6345,2017-12-19 03:30:17.181,2018-02-01 23:53:07.209,1,,"Barker, Rivera and Wright",Paul Clay
6350,2017-12-19 11:00:06.295,2018-02-01 23:51:59.184,4,11.0,"Berry, Ramirez and Santiago",Justin Richards
6328,2017-12-18 02:45:12.973,2018-02-01 23:54:04.911,11,7.0,Mata-Murray,Sarah Lester
6337,2017-12-19 00:00:19.425,2017-12-22 13:00:01.704,2,7.0,Goodwin Ltd,Teresa Alexander
